,11.161062,44.498487,3
,15.345483,71.834016,3
,16.864509,-38.04738,3
,21.898808,-37.364852,3
,3.715416,47.787551,3.01
,6.338553,-30.063367,3.02
,7.050409,-23.833291,3.02
,12.168746,-22.619766,3.02
,5.032815,43.823308,3.03
,12.771346,-68.108119,3.04
,14.534636,38.308253,3.04
Albireo,19.512023,27.959681,3.05
,20.350187,-14.781367,3.05
,6.732202,25.131124,3.06
,10.372155,41.499516,3.06
,19.209225,67.661541,3.07
,18.293793,-36.761686,3.1
,8.92323,5.945563,3.11
,10.827079,-16.193648,3.11
,11.596363,-63.019841,3.11
,20.626116,-47.291502,3.11
,5.849329,-35.768309,3.12
,8.986828,48.041826,3.12
,16.977006,-55.990141,3.12
,17.250531,24.839204,3.12
,14.986025,-42.104194,3.13
,9.350925,34.392562,3.14
,9.520371,-57.034377,3.16
,17.250788,36.809162,3.16
,6.629353,-43.195934,3.17
,9.547715,51.6773,3.17
,17.146448,65.714683,3.17
,18.76094,-26.990778,3.17
,5.10858,41.234474,3.18
,14.708492,-64.975138,3.18
,4.830669,6.961276,3.19
,5.091018,-22.371032,3.19
,16.961139,9.375033,3.19
,17.830965,-37.043304,3.19
,21.215607,30.226916,3.21
,23.65582,77.632276,3.21
,15.356201,-40.647518,3.22
,16.305358,-4.692511,3.23
,18.355167,-2.898825,3.23
,21.477662,70.560716,3.23
,6.803194,-61.941391,3.24
,20.188413,-0.821461,3.24
,7.487179,-43.301432,3.25
,14.106193,-26.682361,3.25
,15.067839,-25.281965,3.25
,18.982395,32.689557,3.25
,3.787295,-74.238962,3.26
,0.655462,30.861024,3.27
,17.366827,-24.999545,3.27
,22.910837,-15.82082,3.27
,5.215528,-16.205468,3.29
,10.228961,-70.037903,3.29
,15.415494,58.966065,3.29
,4.566598,-55.044975,3.3
,10.533743,-61.685332,3.3
,6.247961,22.506799,3.31
,17.423239,-56.377727,3.31
,1.101407,-46.718414,3.32
,3.08627,38.840274,3.32
Megrez,12.257086,57.032617,3.32
,17.202552,-43.239189,3.32
,17.983775,-9.773632,3.32
,19.11567,-27.670423,3.32
,4.240404,-62.473858,3.33
,11.237335,15.42957,3.33
,7.821571,-24.859786,3.34
,1.906584,63.670101,3.35
,5.407949,-2.397146,3.35
,6.754824,12.895591,3.35
,8.504431,60.718169,3.35
,19.424972,3.114775,3.36
,15.378021,-44.689622,3.37
,8.779587,6.418809,3.38
,13.57822,-0.59582,3.38
,5.585633,9.934158,3.39
,10.28472,-61.332304,3.39
,12.926725,3.39747,3.39
,22.180908,58.201261,3.39
,4.477705,15.870883,3.4
,17.172783,-15.726921,3.4
,1.472759,-43.318234,3.41
,4.011338,12.490347,3.41
,13.825078,-41.687709,3.41
,15.20476,-52.099247,3.41
,20.754811,61.838782,3.41
,22.691033,10.831364,3.41
,1.884696,29.578829,3.42
,16.002036,-38.396706,3.42
,17.774319,27.720676,3.42
,20.749314,-66.203212,3.42
,9.182804,-58.966896,3.43
,10.278171,23.417311,3.43
,19.10415,-4.882554,3.43
,10.284952,42.914365,3.45
,0.81826,57.815187,3.46
,1.143164,-10.182264,3.46
,7.946313,-52.98236,3.46
,15.258376,33.314833,3.46
,2.721678,3.235818,3.47
,13.826943,-42.473732,3.47
,10.122209,16.762664,3.48
,16.714933,38.922254,3.48
,1.734479,-15.93748,3.49
,7.028652,-27.93483,3.49
,11.307983,33.094306,3.49
,15.032436,40.390566,3.49
,18.449561,-45.968459,3.49
,22.809239,-51.316864,3.49
,6.830683,-32.508478,3.5
,7.335383,21.98232,3.5
,22.82802,66.200408,3.5
,19.979285,19.492148,3.51
,22.833385,24.601579,3.51
,3.720806,-9.763395,3.52
,9.685843,9.892308,3.52
,9.947708,-54.56779,3.52
Sheliak,18.834665,33.362667,3.52
,18.962167,-21.106654,3.52
,22.169996,6.197865,3.52
,12.694171,-1.449235,3.52
,4.476943,19.180431,3.53
,8.275256,9.185545,3.53
,11.550038,-31.857625,3.54
,15.827002,-3.430208,3.54
,17.626445,-15.398557,3.54
,4.298237,-33.798348,3.55
,5.782595,-14.82195,3.55
,14.323396,-46.058093,3.55
,18.350736,72.732843,3.55
,20.145157,-66.182068,3.55
,0.323799,-8.823921,3.56
,2.275154,-51.512165,3.56
,11.322347,-14.778541,3.56
,16.872263,-38.017536,3.56
,7.740793,24.397993,3.57
,9.060427,47.156525,3.57
,14.5305,30.371437,3.57
,15.36344,-36.261376,3.57
,7.30155,16.540383,3.58
,20.300904,-12.544852,3.58
,1.633205,48.628213,3.59
,5.293442,-6.844409,3.59
,5.741057,-22.448382,3.59
,11.844922,1.764718,3.59
,12.356031,-60.401147,3.59
,1.40039,-8.183257,3.6
,6.879816,33.961254,3.6
,8.671554,-52.921887,3.6
,9.511674,-40.466769,3.6
,15.61707,-28.135079,3.6
,17.518318,-60.683848,3.6
,2.833063,27.260507,3.61
,3.413554,9.02887,3.61
,10.176467,-12.354083,3.61
,13.037759,-71.548855,3.61
,17.762221,-64.723871,3.61
,1.524725,15.345823,3.62
,3.819373,24.053415,3.62
,7.754249,-37.968584,3.62
,16.909731,-42.361313,3.62
,23.032017,42.325979,3.62
,11.760141,-66.728763,3.63
,20.625816,14.595087,3.64
,4.329889,15.627642,3.65
,9.525453,63.061861,3.65
,15.769793,15.421826,3.65
,18.11052,-50.091477,3.65
,22.480531,-0.019972,3.65
,15.463818,29.105703,3.66
,15.64427,-29.777754,3.66
Thuban,14.073165,64.37585,3.67
,20.913498,-58.454155,3.67
,4.853434,5.605104,3.68
,8.726539,-33.186385,3.68
,19.789795,18.534286,3.68
,23.157443,-21.17241,3.68
,0.616188,53.896909,3.69
,1.932564,-51.608896,3.69
,5.041301,41.075837,3.69
,9.754117,-62.507903,3.69
,11.767515,47.779406,3.69
,21.668181,-16.662308,3.69
,3.325278,-21.757864,3.7
,17.962744,29.24788,3.7
,23.286094,3.282289,3.7
,4.904193,2.440672,3.71
,5.940082,-14.1677,3.71
,7.870288,-40.575786,3.71
,15.846935,4.47773,3.71
,18.122496,9.563847,3.71
Alshain,19.921887,6.406763,3.71
,3.548848,-9.458262,3.72
,3.747927,24.113339,3.72
,5.992111,54.284656,3.72
,21.082184,43.927852,3.72
,3.45282,9.73268,3.73
,14.770812,1.892885,3.73
,17.892134,56.872643,3.73
,21.691253,-77.390046,3.73
,22.87691,-7.579599,3.73
,1.857676,-10.335038,3.74
,16.365338,19.15313,3.74
,21.246517,38.045317,3.74
,9.069248,-47.097737,3.75
,17.798211,2.707276,3.75
,5.560421,-62.489825,3.76
,5.855357,-20.879089,3.76
,6.480297,-7.033062,3.76
,19.07805,-21.741496,3.76
,19.495098,51.729779,3.76
,22.521515,50.282491,3.76
,2.844945,55.895496,3.77
,3.753232,42.578549,3.77
,4.382247,17.542514,3.77
,5.645769,-2.600069,3.77
,8.428951,-66.13689,3.77
,8.677103,-46.648744,3.77
,16.82976,-59.041378,3.77
,20.660635,15.912072,3.77
,21.444452,-22.411332,3.77
,22.116847,25.345112,3.77
,7.145788,-70.498932,3.78
,7.428779,27.79808,3.78
,9.849867,59.038735,3.78
,10.891559,-58.853171,3.78
,14.68582,13.7283,3.78
,20.794598,-9.495776,3.78
,3.158258,44.857544,3.79
,10.888526,34.214871,3.79
,3.201249,-28.987618,3.8
,7.647186,-26.803836,3.8
,15.580041,10.538867,3.8
,19.28504,53.368459,3.8
,20.227196,46.741329,3.8
,4.592512,-30.562341,3.81
,10.464649,-58.739403,3.81
,15.712381,26.295637,3.81
,23.626056,46.458152,3.81
,2.034117,2.763759,3.82
,9.314069,36.802597,3.82
,11.523407,69.331076,3.82
,16.515229,1.983923,3.82
,17.657747,46.006332,3.82
,10.434842,-16.83629,3.83
,13.971186,-42.100753,3.83
,14.797701,-79.044751,3.83
,3.736593,-64.806903,3.84
,3.738648,32.288248,3.84
,4.476248,15.962181,3.84
,8.917457,-60.644609,3.84
,10.546853,9.306586,3.84
,10.621717,-48.22562,3.84
,12.541134,-72.132988,3.84
,18.125708,28.762488,3.84
,18.229392,-21.058834,3.84
,19.80285,70.26793,3.84
,4.233363,-42.294368,3.85
,5.788079,-51.066514,3.85
,6.368564,-33.4364,3.85
,10.245607,-42.121942,3.85
,12.558058,69.788238,3.85
,12.628394,-48.541304,3.85
,15.940882,15.661617,3.85
,18.394967,21.769752,3.85
,18.586785,-8.244073,3.85
,0.945885,38.499345,3.86
,4.63634,-14.30402,3.86
,5.520209,-35.470519,3.86
,16.257297,-63.685682,3.86
,16.557609,-78.897148,3.86
,17.93755,37.250539,3.86
,22.360938,-1.387331,3.86
,3.763779,24.367748,3.87
,8.767124,-46.041527,3.87
,13.977987,-44.803584,3.87
,14.717673,-5.658207,3.87
,15.948077,-29.214073,3.87
,19.874547,1.005661,3.87
,0.156836,-45.747426,3.88
,1.89217,19.293852,3.88
,9.879398,26.006951,3.88
,15.198918,-48.737819,3.88
,23.17264,-45.246711,3.88
,2.940458,-8.898144,3.89
,6.902209,-24.184211,3.89
,9.239405,2.31428,3.89
,12.331766,-0.666803,3.89
,19.938438,35.083424,3.89
,9.664267,-1.14281,3.9
,11.350117,-54.491019,3.9
,13.517405,-39.407307,3.9
,4.052606,5.989305,3.91
,8.427676,-3.906424,3.91
,12.467331,-50.230635,3.91
,15.085303,-47.051245,3.91
,15.592105,-14.789537,3.91
,16.329011,46.313366,3.91
,17.004827,30.926405,3.92
,19.361211,-17.847197,3.92
,21.263731,5.247845,3.92
,0.436716,-43.679829,3.93
,1.520851,-49.072702,3.93
,2.904295,52.762479,3.93
,4.605317,-3.352459,3.93
,7.697004,-72.606098,3.93
,11.143165,-58.975037,3.93
,16.113452,-20.669192,3.93
,18.010754,2.931568,3.93
,1.139742,-55.24576,3.94
,7.687454,-9.551131,3.94
,7.73013,-28.954826,3.94
,8.74475,18.154309,3.94
,20.952893,41.167136,3.94
,2.057268,72.421294,3.95
,6.611399,-19.255879,3.95
,13.398996,54.920471,3.95
,4.144357,47.712513,3.96
,5.985778,-42.815135,3.96
,9.010685,41.782911,3.96
,9.187985,-62.316977,3.96
,19.377303,-44.458965,3.96
,19.398103,-40.61594,3.96
,20.257867,47.714208,3.96
,23.382842,-20.10058,3.96
,4.400613,-34.016846,3.97
,5.858166,39.14848,3.97
,7.280508,-67.957152,3.97
,8.668373,-35.308352,3.97
,12.194202,-52.36846,3.97
,15.849316,-33.627165,3.97
,20.009845,-72.910504,3.97
,22.487825,-43.495565,3.97
,22.775521,23.565654,3.97
,3.98275,35.791033,3.98
,21.56635,45.591837,3.98
,2.000084,-21.077831,3.99
,6.247592,-6.274776,3.99
,10.406592,-74.031612,3.99
Alcor,13.420413,54.987958,3.99
,23.290498,-58.235734,3.99
,9.040777,-66.396076,4
,11.398736,10.529509,4
,16.199926,-19.460708,4
,1.727675,50.688732,4.01
,4.758375,-3.254657,4.01
,7.068481,20.570297,4.01
,7.246849,-26.772667,4.01
,14.699332,-37.793498,4.01
,16.031532,58.565251,4.01
,16.330687,-50.155508,4.01
,18.71726,-71.428113,4.01
,20.489926,30.368555,4.01
,8.842204,-27.709844,4.02
,12.140225,-24.728875,4.02
,18.993711,15.068298,4.02
,19.028008,-5.739115,4.02
,2.288573,33.847194,4.03
,5.05697,60.442245,4.03
,8.778284,28.759898,4.03
,12.9099,-57.177924,4.03
,18.090913,2.500099,4.03
,20.553547,11.303263,4.03
,23.988525,6.863321,4.03
,4.197761,-6.837581,4.04
,11.764322,6.529376,4.04
,14.419967,51.850744,4.04
,22.589272,-0.117498,4.04
,3.151005,49.613278,4.05
,8.308703,-76.919722,4.05
,8.739987,-42.649276,4.05
,11.352276,6.029322,4.05
,13.824623,15.797905,4.05
,14.342623,-37.885295,4.05
,14.631454,-49.425828,4.05
,22.826528,-13.592632,4.05
,4.939521,13.514466,4.06
,7.598708,26.895741,4.06
,11.414702,-17.68401,4.06
,12.292917,-67.960736,4.06
,12.307298,-64.003071,4.06
,14.727624,-35.173655,4.06
,16.993069,-53.160438,4.06
,14.266908,-6.000547,4.07
,15.147394,-45.279857,4.07
,15.291917,-58.801208,4.07
,22.486183,58.415198,4.07
,0.788981,24.267178,4.08
,2.362498,-68.659418,4.08
,2.658044,0.328511,4.08
,3.039863,-23.624472,4.08
,6.903167,-12.038628,4.08
,9.574071,-59.229753,4.08
,10.996244,-18.298783,4.08
,18.922249,43.946088,4.08
,21.099118,-17.232861,4.08
,21.36811,19.804508,4.08
,5.615108,9.290673,4.09
,15.812327,18.141564,4.09
,1.613299,41.405459,4.1
,2.736634,49.228448,4.1
,7.820638,-46.373205,4.1
,18.480505,-49.070588,4.1
,19.167154,-39.340796,4.1
,2.677781,-39.855375,4.11
,7.062637,-15.633286,4.11
,8.627399,-42.989081,4.11
,9.85797,-14.846603,4.11
,10.591166,-78.607786,4.11
,11.775232,-61.178398,4.11
,15.612,-66.317037,4.11
,19.157869,-37.904474,4.11
,23.014677,-52.754137,4.11
,2.659799,-68.266946,4.12
,4.248295,48.409331,4.12
,6.039722,9.647276,4.12
,12.086817,8.732985,4.12
,19.921026,-41.868288,4.12
,20.863692,-26.919133,4.12
,22.495955,-43.749224,4.12
,5.399119,-7.808065,4.13
,6.482719,20.212133,4.13
,15.897093,-16.729293,4.13
,20.76826,-25.270898,4.13
,22.767692,-81.381615,4.13
,23.665844,5.626292,4.13
,3.514549,12.936678,4.14
,3.772104,23.948358,4.14
,8.627602,5.703782,4.14
,12.114687,-64.61373,4.14
,15.548829,31.359133,4.14
,15.959794,26.87788,4.14
,21.744092,25.645036,4.14
,22.26616,37.748737,4.14
,7.197739,-0.492764,4.15
,17.394708,37.145946,4.15
,23.673469,44.333932,4.15
,6.068671,23.263341,4.16
,7.485195,31.78455,4.16
,17.439504,-24.175309,4.16
,0.549997,62.931783,4.17
,3.824237,-36.20025,4.17
,22.280565,-7.78329,4.17
,14.214929,-10.273702,4.18
,14.273074,46.088305,4.18
,16.606242,-35.255326,4.18
,22.250544,57.043587,4.18
,22.677594,-27.043617,4.18
,13.824091,-34.450776,4.19
,18.761035,20.546308,4.19
,5.51307,5.948139,4.2
,7.94765,-22.880119,4.2
,10.464727,36.707212,4.2
,16.568384,42.437041,4.2
,22.778216,12.172888,4.2
,22.932472,-32.539628,4.2
,3.484482,59.94033,4.21
,4.422822,22.293874,4.21
,16.766159,82.037262,4.21
,20.493015,62.994105,4.21
,21.440705,-65.366198,4.21
,2.843063,38.318644,4.22
,3.780804,-23.249723,4.22
,7.888378,-48.102934,4.22
,16.109874,-36.802288,4.22
,16.450399,-18.456251,4.22
,18.345955,71.337814,4.22
,18.786242,-4.747867,4.22
,18.870288,-62.187593,4.22
,18.908412,36.898613,4.22
,20.761043,30.719715,4.22
,21.290265,39.394681,4.22
,23.238711,-6.049003,4.22
,0.334142,-64.874791,4.23
,7.721867,28.88351,4.23
,13.197904,27.878183,4.23
,13.761471,-33.043721,4.23
,14.027443,1.544532,4.23
,16.146162,44.934906,4.23
,16.718126,-77.517435,4.23
,19.106971,-37.063437,4.23
,21.725127,58.780046,4.23
,21.779891,49.30957,4.23
,1.145613,86.25709,4.24
,2.449755,-47.70384,4.24
,2.735375,-13.858696,4.24
,12.305812,-79.31224,4.24
,12.562411,41.35748,4.24
,16.523037,-34.704366,4.24
,17.690243,-12.875307,4.24
,23.264859,-9.087737,4.24
,1.262704,-68.875927,4.25
,4.109735,50.351262,4.25
,4.594239,10.16079,4.25
,4.611508,41.264808,4.25
,5.15244,-8.754081,4.25
,8.380588,43.188131,4.25
,12.890607,-40.178872,4.25
,14.458758,75.695993,4.25
,21.75748,61.120806,4.25
,1.158368,47.241792,4.26
,1.756564,9.157736,4.26
82 G. Eri,3.331944,-43.069784,4.26
,3.563132,-21.632883,4.26
,4.267097,-51.486648,4.26
,4.900836,66.342678,4.26
,8.974784,11.857701,4.26
,17.609121,-38.635308,4.26
,18.025113,21.595782,4.26
,22.063135,64.627971,4.26
,1.049058,7.890135,4.27
,2.749039,10.114146,4.27
,4.258905,8.892357,4.27
,4.635961,12.510838,4.27
,4.704084,22.956926,4.27
,13.11518,-49.906246,4.27
,15.308897,-47.875272,4.27
,19.386976,-44.799778,4.27
,20.77764,16.124296,4.27
,23.466138,6.378992,4.27
,4.438461,22.813583,4.28
,9.618151,81.326382,4.28
,10.45253,-31.067779,4.28
,17.455909,-29.867033,4.28
,20.223288,56.567722,4.28
,21.370776,-16.834542,4.28
,22.166457,33.178224,4.28
,23.11465,-43.520358,4.28
,3.614551,0.401662,4.29
,5.326257,-13.176788,4.29
,10.655112,-55.603268,4.29
,11.881813,-33.908124,4.29
,15.734299,77.794493,4.29
,16.518991,-16.612733,4.29
,22.107286,-13.869679,4.29
,22.52509,-32.346073,4.29
,23.63561,43.268073,4.29
,0.976766,-29.357449,4.3
,2.469317,8.460054,4.3
,3.75347,24.467278,4.3
,3.809963,-37.620155,4.3
,4.424828,17.92791,4.3
,5.998917,45.936736,4.3
,8.72041,3.398662,4.3
,10.92689,24.749718,4.3
,11.615814,-0.823749,4.3
,11.828077,-63.788478,4.3
,12.53451,-16.196007,4.3
,14.338763,-56.386497,4.3
,20.29413,-12.508212,4.3
,8.676953,-59.761003,4.31
,14.448801,-83.667884,4.31
,15.408181,37.377167,4.31
,16.123424,-20.868764,4.31
,20.638967,-1.105121,4.31
,3.608159,48.192634,4.32
,4.674031,-19.671493,4.32
,5.536875,18.594234,4.32
,6.256304,29.498076,4.32
,8.772927,-13.54772,4.32
,9.528675,22.967971,4.32
,12.050447,-63.31293,4.32
,13.166469,17.529431,4.32
,13.863779,-32.994089,4.32
,14.860641,-43.575359,4.32
,17.347128,-12.846875,4.32
,7.469387,8.92553,4.33
,12.885258,-48.943315,4.33
,14.436336,-45.379276,4.33
,17.255836,-26.602829,4.33
,18.143,-63.668553,4.33
,18.331031,36.064547,4.33
,11.303118,31.528783,4.33
,0.61468,33.719344,4.34
,0.642602,29.311751,4.34
,1.185017,55.149901,4.34
,5.746223,-65.735526,4.34
,6.530935,-23.418422,4.34
,8.344115,-77.484477,4.34
,9.270024,-57.541473,4.34
,9.613772,-49.355026,4.34
,14.028748,-45.603421,4.34
,15.634232,-42.567348,4.34
,17.441911,4.14036,4.34
,18.746209,37.605115,4.34
,18.783686,18.181519,4.34
,21.74186,17.350017,4.34
,22.492173,47.706887,4.34
,3.193822,19.726677,4.35
,4.843534,8.900176,4.35
,6.58294,-52.975607,4.35
,6.954612,58.422759,4.35
,8.132173,-68.617062,4.35
,8.807214,5.837812,4.35
,12.448966,28.268423,4.35
,15.297178,-30.148673,4.35
,17.536918,86.58646,4.35
,18.387117,-61.493901,4.35
,19.272804,38.133731,4.35
,21.749113,-33.025781,4.35
,0.525725,-62.958218,4.36
,0.722567,-57.46306,4.36
,2.216665,8.846717,4.36
,3.509579,47.995216,4.36
,4.078253,22.081926,4.36
,4.881575,-5.452695,4.36
,5.220522,-12.941291,4.36
,5.958947,-35.28328,4.36
,6.935618,-17.054242,4.36
,8.143236,-2.983786,4.36
,14.10077,-41.179633,4.36
,19.612022,-1.286601,4.36
,0.032672,-6.014072,4.37
,6.275871,-35.140519,4.37
,7.311802,-24.954375,4.37
,11.002572,-42.225859,4.37
,18.14597,20.814557,4.37
,19.995605,-35.276305,4.37
,13.165831,-5.53901,4.38
,20.148145,77.711419,4.38
,23.434108,-20.642014,4.38
,23.549512,-37.818268,4.38
,1.894102,-46.302669,4.39
,3.825357,65.525972,4.39
,5.580344,9.489579,4.39
,5.906386,20.276174,4.39
,6.396135,4.592865,4.39
,8.03776,2.334571,4.39
,10.131742,9.997508,4.39
,15.048344,2.091303,4.39
,16.900131,10.165359,4.39
,17.350101,-21.112933,4.39
,19.668275,18.01389,4.39
,19.68415,17.476041,4.39
,21.331096,-53.449427,4.39
,0.953445,23.417648,4.4
,7.801436,-25.937169,4.4
,8.150455,-19.245014,4.4
,18.949177,-67.233495,4.4
,21.965293,-54.992575,4.4
,6.830921,-53.622449,4.41
,7.185659,30.245163,4.41
,14.383956,-39.511819,4.41
,17.512308,26.110645,4.41
,17.975041,30.189277,4.41
,21.298632,34.896898,4.41
,23.131623,75.387496,4.41
,23.298393,-9.182513,4.41
,23.313733,-32.532027,4.41
,6.126201,14.768472,4.42
,6.631506,-18.237478,4.42
,7.225637,-44.639739,4.42
,7.237559,-26.352507,4.42
,8.234143,-40.34789,4.42
,11.038827,20.179842,4.42
,14.838147,-27.960371,4.42
,15.77406,7.353073,4.42
,18.029222,1.305076,4.42
,22.392675,52.229046,4.42
,23.422993,23.404101,4.42
,3.769037,-12.101589,4.43
,4.254537,-7.652871,4.43
,4.95478,53.752101,4.43
,19.229302,39.145968,4.43
,20.044299,-27.709845,4.43
,20.397671,32.190172,4.43
,20.724315,15.074581,4.43
,20.795621,-5.027701,4.43
,0.244005,-18.932866,4.44
,0.811373,7.585079,4.44
,4.274738,-59.302156,4.44
,4.676039,-41.863752,4.44
,6.327052,59.010964,4.44
,7.567551,-22.296067,4.44
,8.189304,-39.618545,4.44
,8.309258,-36.659288,4.44
,14.543629,-50.457157,4.44
,19.478427,24.664905,4.44
,1.690526,5.487613,4.45
,2.818169,-32.405898,4.45
,5.204973,-11.869219,4.45
,6.198999,14.208765,4.45
,8.645955,3.341435,4.45
,9.001505,-41.253605,4.45
